Handle,Title,Body (HTML),Vendor,Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Price,Variant Compare At Price,Variant Inventory Qty
twessie-sg-bt-0203,Obsidian Black Sculptural Econyl Sleek Satin Bikini Top,<p>A statement piece in Econyl Sleek Satin. This bikini top combines intelligent aesthetic design with impeccable craftsmanship. Available in Obsidian Black with Olive Drab detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Top,"independent fashion, minimalist luxury, minimalist bikini top, high-end swimwear, architectural swimsuit",TRUE,Color,Obsidian Black,Size,XL,TWESSIE_SG_BT_0203-Obsidian Black-XL,168.0,,10
twessie-sg-bt-0203,Obsidian Black Sculptural Econyl Sleek Satin Bikini Top,<p>A statement piece in Econyl Sleek Satin. This bikini top combines intelligent aesthetic design with impeccable craftsmanship. Available in Obsidian Black with Olive Drab detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Top,"independent fashion, minimalist luxury, minimalist bikini top, high-end swimwear, architectural swimsuit",TRUE,Color,Obsidian Black,Size,XXL,TWESSIE_SG_BT_0203-Obsidian Black-XXL,168.0,,10
twessie-sg-bt-0203,Obsidian Black Sculptural Econyl Sleek Satin Bikini Top,<p>A statement piece in Econyl Sleek Satin. This bikini top combines intelligent aesthetic design with impeccable craftsmanship. Available in Obsidian Black with Olive Drab detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Top,"independent fashion, minimalist luxury, minimalist bikini top, high-end swimwear, architectural swimsuit",TRUE,Color,Olive Drab,Size,XS,TWESSIE_SG_BT_0203-Olive Drab-XS,168.0,,10
twessie-sg-bt-0203,Obsidian Black Sculptural Econyl Sleek Satin Bikini Top,<p>A statement piece in Econyl Sleek Satin. This bikini top combines intelligent aesthetic design with impeccable craftsmanship. Available in Obsidian Black with Olive Drab detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Top,"independent fashion, minimalist luxury, minimalist bikini top, high-end swimwear, architectural swimsuit",TRUE,Color,Olive Drab,Size,S,TWESSIE_SG_BT_0203-Olive Drab-S,168.0,,10
twessie-sg-bt-0203,Obsidian Black Sculptural Econyl Sleek Satin Bikini Top,<p>A statement piece in Econyl Sleek Satin. This bikini top combines intelligent aesthetic design with impeccable craftsmanship. Available in Obsidian Black with Olive Drab detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Top,"independent fashion, minimalist luxury, minimalist bikini top, high-end swimwear, architectural swimsuit",TRUE,Color,Olive Drab,Size,M,TWESSIE_SG_BT_0203-Olive Drab-M,168.0,,10
twessie-sg-bt-0203,Obsidian Black Sculptural Econyl Sleek Satin Bikini Top,<p>A statement piece in Econyl Sleek Satin. This bikini top combines intelligent aesthetic design with impeccable craftsmanship. Available in Obsidian Black with Olive Drab detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Top,"independent fashion, minimalist luxury, minimalist bikini top, high-end swimwear, architectural swimsuit",TRUE,Color,Olive Drab,Size,L,TWESSIE_SG_BT_0203-Olive Drab-L,168.0,,10
twessie-sg-bt-0203,Obsidian Black Sculptural Econyl Sleek Satin Bikini Top,<p>A statement piece in Econyl Sleek Satin. This bikini top combines intelligent aesthetic design with impeccable craftsmanship. Available in Obsidian Black with Olive Drab detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Top,"independent fashion, minimalist luxury, minimalist bikini top, high-end swimwear, architectural swimsuit",TRUE,Color,Olive Drab,Size,XL,TWESSIE_SG_BT_0203-Olive Drab-XL,168.0,,10
twessie-sg-bt-0203,Obsidian Black Sculptural Econyl Sleek Satin Bikini Top,<p>A statement piece in Econyl Sleek Satin. This bikini top combines intelligent aesthetic design with impeccable craftsmanship. Available in Obsidian Black with Olive Drab detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Top,"independent fashion, minimalist luxury, minimalist bikini top, high-end swimwear, architectural swimsuit",TRUE,Color,Olive Drab,Size,XXL,TWESSIE_SG_BT_0203-Olive Drab-XXL,168.0,,10
twessie-sg-bb-0204,High-Cut Obsidian Black Bikini Brief,<p>Crafted in premium Econyl Sleek Satin with Matte Ribbed Knit accents. This bikini bottom epitomizes rebellious yet refined luxury. Featuring color-blocking in Obsidian Black and Burnt Terracotta. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,Bikini Bottom,"architectural swimsuit, high-end swimwear, luxury Obsidian Black swimwear, independent fashion, minimalist luxury",TRUE,Color,Obsidian Black,Size,XS,TWESSIE_SG_BB_0204-Obsidian Black-XS,168.0,,10
twessie-sg-bb-0204,High-Cut Obsidian Black Bikini Brief,<p>Crafted in premium Econyl Sleek Satin with Matte Ribbed Knit accents. This bikini bottom epitomizes rebellious yet refined luxury. Featuring color-blocking in Obsidian Black and Burnt Terracotta. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,Bikini Bottom,"architectural swimsuit, high-end swimwear, luxury Obsidian Black swimwear, independent fashion, minimalist luxury",TRUE,Color,Obsidian Black,Size,S,TWESSIE_SG_BB_0204-Obsidian Black-S,168.0,,10
twessie-sg-bb-0204,High-Cut Obsidian Black Bikini Brief,<p>Crafted in premium Econyl Sleek Satin with Matte Ribbed Knit accents. This bikini bottom epitomizes rebellious yet refined luxury. Featuring color-blocking in Obsidian Black and Burnt Terracotta. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,Bikini Bottom,"architectural swimsuit, high-end swimwear, luxury Obsidian Black swimwear, independent fashion, minimalist luxury",TRUE,Color,Obsidian Black,Size,M,TWESSIE_SG_BB_0204-Obsidian Black-M,168.0,,10
twessie-sg-bb-0204,High-Cut Obsidian Black Bikini Brief,<p>Crafted in premium Econyl Sleek Satin with Matte Ribbed Knit accents. This bikini bottom epitomizes rebellious yet refined luxury. Featuring color-blocking in Obsidian Black and Burnt Terracotta. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,Bikini Bottom,"architectural swimsuit, high-end swimwear, luxury Obsidian Black swimwear, independent fashion, minimalist luxury",TRUE,Color,Obsidian Black,Size,L,TWESSIE_SG_BB_0204-Obsidian Black-L,168.0,,10
twessie-sg-bb-0204,High-Cut Obsidian Black Bikini Brief,<p>Crafted in premium Econyl Sleek Satin with Matte Ribbed Knit accents. This bikini bottom epitomizes rebellious yet refined luxury. Featuring color-blocking in Obsidian Black and Burnt Terracotta. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,Bikini Bottom,"architectural swimsuit, high-end swimwear, luxury Obsidian Black swimwear, independent fashion, minimalist luxury",TRUE,Color,Obsidian Black,Size,XL,TWESSIE_SG_BB_0204-Obsidian Black-XL,168.0,,10
twessie-sg-bb-0204,High-Cut Obsidian Black Bikini Brief,<p>Crafted in premium Econyl Sleek Satin with Matte Ribbed Knit accents. This bikini bottom epitomizes rebellious yet refined luxury. Featuring color-blocking in Obsidian Black and Burnt Terracotta. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,Bikini Bottom,"architectural swimsuit, high-end swimwear, luxury Obsidian Black swimwear, independent fashion, minimalist luxury",TRUE,Color,Obsidian Black,Size,XXL,TWESSIE_SG_BB_0204-Obsidian Black-XXL,168.0,,10
twessie-sg-bb-0204,High-Cut Obsidian Black Bikini Brief,<p>Crafted in premium Econyl Sleek Satin with Matte Ribbed Knit accents. This bikini bottom epitomizes rebellious yet refined luxury. Featuring color-blocking in Obsidian Black and Burnt Terracotta. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,Bikini Bottom,"architectural swimsuit, high-end swimwear, luxury Obsidian Black swimwear, independent fashion, minimalist luxury",TRUE,Color,Burnt Terracotta,Size,XS,TWESSIE_SG_BB_0204-Burnt Terracotta-XS,168.0,,10
twessie-sg-bb-0204,High-Cut Obsidian Black Bikini Brief,<p>Crafted in premium Econyl Sleek Satin with Matte Ribbed Knit accents. This bikini bottom epitomizes rebellious yet refined luxury. Featuring color-blocking in Obsidian Black and Burnt Terracotta. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,Bikini Bottom,"architectural swimsuit, high-end swimwear, luxury Obsidian Black swimwear, independent fashion, minimalist luxury",TRUE,Color,Burnt Terracotta,Size,S,TWESSIE_SG_BB_0204-Burnt Terracotta-S,168.0,,10
twessie-sg-bb-0204,High-Cut Obsidian Black Bikini Brief,<p>Crafted in premium Econyl Sleek Satin with Matte Ribbed Knit accents. This bikini bottom epitomizes rebellious yet refined luxury. Featuring color-blocking in Obsidian Black and Burnt Terracotta. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,Bikini Bottom,"architectural swimsuit, high-end swimwear, luxury Obsidian Black swimwear, independent fashion, minimalist luxury",TRUE,Color,Burnt Terracotta,Size,M,TWESSIE_SG_BB_0204-Burnt Terracotta-M,168.0,,10
twessie-sg-bb-0204,High-Cut Obsidian Black Bikini Brief,<p>Crafted in premium Econyl Sleek Satin with Matte Ribbed Knit accents. This bikini bottom epitomizes rebellious yet refined luxury. Featuring color-blocking in Obsidian Black and Burnt Terracotta. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,Bikini Bottom,"architectural swimsuit, high-end swimwear, luxury Obsidian Black swimwear, independent fashion, minimalist luxury",TRUE,Color,Burnt Terracotta,Size,L,TWESSIE_SG_BB_0204-Burnt Terracotta-L,168.0,,10
twessie-sg-bb-0204,High-Cut Obsidian Black Bikini Brief,<p>Crafted in premium Econyl Sleek Satin with Matte Ribbed Knit accents. This bikini bottom epitomizes rebellious yet refined luxury. Featuring color-blocking in Obsidian Black and Burnt Terracotta. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,Bikini Bottom,"architectural swimsuit, high-end swimwear, luxury Obsidian Black swimwear, independent fashion, minimalist luxury",TRUE,Color,Burnt Terracotta,Size,XL,TWESSIE_SG_BB_0204-Burnt Terracotta-XL,168.0,,10
twessie-sg-bb-0204,High-Cut Obsidian Black Bikini Brief,<p>Crafted in premium Econyl Sleek Satin with Matte Ribbed Knit accents. This bikini bottom epitomizes rebellious yet refined luxury. Featuring color-blocking in Obsidian Black and Burnt Terracotta. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,Bikini Bottom,"architectural swimsuit, high-end swimwear, luxury Obsidian Black swimwear, independent fashion, minimalist luxury",TRUE,Color,Burnt Terracotta,Size,XXL,TWESSIE_SG_BB_0204-Burnt Terracotta-XXL,168.0,,10
twessie-na-bt-0205,Olive Drab Sculptural Matte Ribbed Knit Bikini Top,<p>A statement piece in Matte Ribbed Knit. This bikini top combines intelligent aesthetic design with impeccable craftsmanship. Available in Olive Drab with Burnt Terracotta detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Top,"minimalist luxury, high-end swimwear, Matte Ribbed Knit bikini, architectural swimsuit, independent fashion",TRUE,Color,Olive Drab,Size,XS,TWESSIE_NA_BT_0205-Olive Drab-XS,168.0,,10
twessie-na-bt-0205,Olive Drab Sculptural Matte Ribbed Knit Bikini Top,<p>A statement piece in Matte Ribbed Knit. This bikini top combines intelligent aesthetic design with impeccable craftsmanship. Available in Olive Drab with Burnt Terracotta detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Top,"minimalist luxury, high-end swimwear, Matte Ribbed Knit bikini, architectural swimsuit, independent fashion",TRUE,Color,Olive Drab,Size,S,TWESSIE_NA_BT_0205-Olive Drab-S,168.0,,10
twessie-na-bt-0205,Olive Drab Sculptural Matte Ribbed Knit Bikini Top,<p>A statement piece in Matte Ribbed Knit. This bikini top combines intelligent aesthetic design with impeccable craftsmanship. Available in Olive Drab with Burnt Terracotta detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Top,"minimalist luxury, high-end swimwear, Matte Ribbed Knit bikini, architectural swimsuit, independent fashion",TRUE,Color,Olive Drab,Size,M,TWESSIE_NA_BT_0205-Olive Drab-M,168.0,,10
twessie-na-bt-0205,Olive Drab Sculptural Matte Ribbed Knit Bikini Top,<p>A statement piece in Matte Ribbed Knit. This bikini top combines intelligent aesthetic design with impeccable craftsmanship. Available in Olive Drab with Burnt Terracotta detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Top,"minimalist luxury, high-end swimwear, Matte Ribbed Knit bikini, architectural swimsuit, independent fashion",TRUE,Color,Olive Drab,Size,L,TWESSIE_NA_BT_0205-Olive Drab-L,168.0,,10
twessie-na-bt-0205,Olive Drab Sculptural Matte Ribbed Knit Bikini Top,<p>A statement piece in Matte Ribbed Knit. This bikini top combines intelligent aesthetic design with impeccable craftsmanship. Available in Olive Drab with Burnt Terracotta detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Top,"minimalist luxury, high-end swimwear, Matte Ribbed Knit bikini, architectural swimsuit, independent fashion",TRUE,Color,Olive Drab,Size,XL,TWESSIE_NA_BT_0205-Olive Drab-XL,168.0,,10
twessie-na-bt-0205,Olive Drab Sculptural Matte Ribbed Knit Bikini Top,<p>A statement piece in Matte Ribbed Knit. This bikini top combines intelligent aesthetic design with impeccable craftsmanship. Available in Olive Drab with Burnt Terracotta detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Top,"minimalist luxury, high-end swimwear, Matte Ribbed Knit bikini, architectural swimsuit, independent fashion",TRUE,Color,Olive Drab,Size,XXL,TWESSIE_NA_BT_0205-Olive Drab-XXL,168.0,,10
twessie-na-bt-0205,Olive Drab Sculptural Matte Ribbed Knit Bikini Top,<p>A statement piece in Matte Ribbed Knit. This bikini top combines intelligent aesthetic design with impeccable craftsmanship. Available in Olive Drab with Burnt Terracotta detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Top,"minimalist luxury, high-end swimwear, Matte Ribbed Knit bikini, architectural swimsuit, independent fashion",TRUE,Color,Burnt Terracotta,Size,XS,TWESSIE_NA_BT_0205-Burnt Terracotta-XS,168.0,,10
twessie-na-bt-0205,Olive Drab Sculptural Matte Ribbed Knit Bikini Top,<p>A statement piece in Matte Ribbed Knit. This bikini top combines intelligent aesthetic design with impeccable craftsmanship. Available in Olive Drab with Burnt Terracotta detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Top,"minimalist luxury, high-end swimwear, Matte Ribbed Knit bikini, architectural swimsuit, independent fashion",TRUE,Color,Burnt Terracotta,Size,S,TWESSIE_NA_BT_0205-Burnt Terracotta-S,168.0,,10
twessie-na-bt-0205,Olive Drab Sculptural Matte Ribbed Knit Bikini Top,<p>A statement piece in Matte Ribbed Knit. This bikini top combines intelligent aesthetic design with impeccable craftsmanship. Available in Olive Drab with Burnt Terracotta detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Top,"minimalist luxury, high-end swimwear, Matte Ribbed Knit bikini, architectural swimsuit, independent fashion",TRUE,Color,Burnt Terracotta,Size,M,TWESSIE_NA_BT_0205-Burnt Terracotta-M,168.0,,10
twessie-na-bt-0205,Olive Drab Sculptural Matte Ribbed Knit Bikini Top,<p>A statement piece in Matte Ribbed Knit. This bikini top combines intelligent aesthetic design with impeccable craftsmanship. Available in Olive Drab with Burnt Terracotta detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Top,"minimalist luxury, high-end swimwear, Matte Ribbed Knit bikini, architectural swimsuit, independent fashion",TRUE,Color,Burnt Terracotta,Size,L,TWESSIE_NA_BT_0205-Burnt Terracotta-L,168.0,,10
twessie-na-bt-0205,Olive Drab Sculptural Matte Ribbed Knit Bikini Top,<p>A statement piece in Matte Ribbed Knit. This bikini top combines intelligent aesthetic design with impeccable craftsmanship. Available in Olive Drab with Burnt Terracotta detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Top,"minimalist luxury, high-end swimwear, Matte Ribbed Knit bikini, architectural swimsuit, independent fashion",TRUE,Color,Burnt Terracotta,Size,XL,TWESSIE_NA_BT_0205-Burnt Terracotta-XL,168.0,,10
twessie-na-bt-0205,Olive Drab Sculptural Matte Ribbed Knit Bikini Top,<p>A statement piece in Matte Ribbed Knit. This bikini top combines intelligent aesthetic design with impeccable craftsmanship. Available in Olive Drab with Burnt Terracotta detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Top,"minimalist luxury, high-end swimwear, Matte Ribbed Knit bikini, architectural swimsuit, independent fashion",TRUE,Color,Burnt Terracotta,Size,XXL,TWESSIE_NA_BT_0205-Burnt Terracotta-XXL,168.0,,10
twessie-jp-bb-0206,High-Cut Obsidian Black Bikini Brief,<p>A statement piece in Econyl Sleek Satin. This bikini bottom combines architectural elegance design with impeccable craftsmanship. Available in Obsidian Black with Burnt Terracotta detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Bottom,"minimalist luxury, architectural swimsuit, luxury Obsidian Black swimwear, high-end swimwear, Econyl Sleek Satin bikini",TRUE,Color,Obsidian Black,Size,XS,TWESSIE_JP_BB_0206-Obsidian Black-XS,168.0,,10
twessie-jp-bb-0206,High-Cut Obsidian Black Bikini Brief,<p>A statement piece in Econyl Sleek Satin. This bikini bottom combines architectural elegance design with impeccable craftsmanship. Available in Obsidian Black with Burnt Terracotta detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Bottom,"minimalist luxury, architectural swimsuit, luxury Obsidian Black swimwear, high-end swimwear, Econyl Sleek Satin bikini",TRUE,Color,Obsidian Black,Size,S,TWESSIE_JP_BB_0206-Obsidian Black-S,168.0,,10
twessie-jp-bb-0206,High-Cut Obsidian Black Bikini Brief,<p>A statement piece in Econyl Sleek Satin. This bikini bottom combines architectural elegance design with impeccable craftsmanship. Available in Obsidian Black with Burnt Terracotta detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Bottom,"minimalist luxury, architectural swimsuit, luxury Obsidian Black swimwear, high-end swimwear, Econyl Sleek Satin bikini",TRUE,Color,Obsidian Black,Size,M,TWESSIE_JP_BB_0206-Obsidian Black-M,168.0,,10
twessie-jp-bb-0206,High-Cut Obsidian Black Bikini Brief,<p>A statement piece in Econyl Sleek Satin. This bikini bottom combines architectural elegance design with impeccable craftsmanship. Available in Obsidian Black with Burnt Terracotta detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Bottom,"minimalist luxury, architectural swimsuit, luxury Obsidian Black swimwear, high-end swimwear, Econyl Sleek Satin bikini",TRUE,Color,Obsidian Black,Size,L,TWESSIE_JP_BB_0206-Obsidian Black-L,168.0,,10
twessie-jp-bb-0206,High-Cut Obsidian Black Bikini Brief,<p>A statement piece in Econyl Sleek Satin. This bikini bottom combines architectural elegance design with impeccable craftsmanship. Available in Obsidian Black with Burnt Terracotta detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Bottom,"minimalist luxury, architectural swimsuit, luxury Obsidian Black swimwear, high-end swimwear, Econyl Sleek Satin bikini",TRUE,Color,Obsidian Black,Size,XL,TWESSIE_JP_BB_0206-Obsidian Black-XL,168.0,,10
twessie-jp-bb-0206,High-Cut Obsidian Black Bikini Brief,<p>A statement piece in Econyl Sleek Satin. This bikini bottom combines architectural elegance design with impeccable craftsmanship. Available in Obsidian Black with Burnt Terracotta detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Bottom,"minimalist luxury, architectural swimsuit, luxury Obsidian Black swimwear, high-end swimwear, Econyl Sleek Satin bikini",TRUE,Color,Obsidian Black,Size,XXL,TWESSIE_JP_BB_0206-Obsidian Black-XXL,168.0,,10
twessie-jp-bb-0206,High-Cut Obsidian Black Bikini Brief,<p>A statement piece in Econyl Sleek Satin. This bikini bottom combines architectural elegance design with impeccable craftsmanship. Available in Obsidian Black with Burnt Terracotta detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Bottom,"minimalist luxury, architectural swimsuit, luxury Obsidian Black swimwear, high-end swimwear, Econyl Sleek Satin bikini",TRUE,Color,Burnt Terracotta,Size,XS,TWESSIE_JP_BB_0206-Burnt Terracotta-XS,168.0,,10
twessie-jp-bb-0206,High-Cut Obsidian Black Bikini Brief,<p>A statement piece in Econyl Sleek Satin. This bikini bottom combines architectural elegance design with impeccable craftsmanship. Available in Obsidian Black with Burnt Terracotta detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Bottom,"minimalist luxury, architectural swimsuit, luxury Obsidian Black swimwear, high-end swimwear, Econyl Sleek Satin bikini",TRUE,Color,Burnt Terracotta,Size,S,TWESSIE_JP_BB_0206-Burnt Terracotta-S,168.0,,10
twessie-jp-bb-0206,High-Cut Obsidian Black Bikini Brief,<p>A statement piece in Econyl Sleek Satin. This bikini bottom combines architectural elegance design with impeccable craftsmanship. Available in Obsidian Black with Burnt Terracotta detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Bottom,"minimalist luxury, architectural swimsuit, luxury Obsidian Black swimwear, high-end swimwear, Econyl Sleek Satin bikini",TRUE,Color,Burnt Terracotta,Size,M,TWESSIE_JP_BB_0206-Burnt Terracotta-M,168.0,,10
twessie-jp-bb-0206,High-Cut Obsidian Black Bikini Brief,<p>A statement piece in Econyl Sleek Satin. This bikini bottom combines architectural elegance design with impeccable craftsmanship. Available in Obsidian Black with Burnt Terracotta detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Bottom,"minimalist luxury, architectural swimsuit, luxury Obsidian Black swimwear, high-end swimwear, Econyl Sleek Satin bikini",TRUE,Color,Burnt Terracotta,Size,L,TWESSIE_JP_BB_0206-Burnt Terracotta-L,168.0,,10
twessie-jp-bb-0206,High-Cut Obsidian Black Bikini Brief,<p>A statement piece in Econyl Sleek Satin. This bikini bottom combines architectural elegance design with impeccable craftsmanship. Available in Obsidian Black with Burnt Terracotta detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Bottom,"minimalist luxury, architectural swimsuit, luxury Obsidian Black swimwear, high-end swimwear, Econyl Sleek Satin bikini",TRUE,Color,Burnt Terracotta,Size,XL,TWESSIE_JP_BB_0206-Burnt Terracotta-XL,168.0,,10
twessie-jp-bb-0206,High-Cut Obsidian Black Bikini Brief,<p>A statement piece in Econyl Sleek Satin. This bikini bottom combines architectural elegance design with impeccable craftsmanship. Available in Obsidian Black with Burnt Terracotta detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Bottom,"minimalist luxury, architectural swimsuit, luxury Obsidian Black swimwear, high-end swimwear, Econyl Sleek Satin bikini",TRUE,Color,Burnt Terracotta,Size,XXL,TWESSIE_JP_BB_0206-Burnt Terracotta-XXL,168.0,,10
twessie-au-bb-0207,Structural Crinkled Seersucker Bikini Bottom,<p>Crafted in premium Crinkled Seersucker with Matte Ribbed Knit accents. This bikini bottom epitomizes intelligent aesthetic luxury. Featuring color-blocking in Chalk White and Stone Gray. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,Bikini Bottom,"architectural swimsuit, Crinkled Seersucker bikini, high-end swimwear, independent fashion, minimalist luxury",TRUE,Color,Chalk White,Size,XS,TWESSIE_AU_BB_0207-Chalk White-XS,168.0,,10
twessie-au-bb-0207,Structural Crinkled Seersucker Bikini Bottom,<p>Crafted in premium Crinkled Seersucker with Matte Ribbed Knit accents. This bikini bottom epitomizes intelligent aesthetic luxury. Featuring color-blocking in Chalk White and Stone Gray. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,Bikini Bottom,"architectural swimsuit, Crinkled Seersucker bikini, high-end swimwear, independent fashion, minimalist luxury",TRUE,Color,Chalk White,Size,S,TWESSIE_AU_BB_0207-Chalk White-S,168.0,,10
twessie-au-bb-0207,Structural Crinkled Seersucker Bikini Bottom,<p>Crafted in premium Crinkled Seersucker with Matte Ribbed Knit accents. This bikini bottom epitomizes intelligent aesthetic luxury. Featuring color-blocking in Chalk White and Stone Gray. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,Bikini Bottom,"architectural swimsuit, Crinkled Seersucker bikini, high-end swimwear, independent fashion, minimalist luxury",TRUE,Color,Chalk White,Size,M,TWESSIE_AU_BB_0207-Chalk White-M,168.0,,10
twessie-au-bb-0207,Structural Crinkled Seersucker Bikini Bottom,<p>Crafted in premium Crinkled Seersucker with Matte Ribbed Knit accents. This bikini bottom epitomizes intelligent aesthetic luxury. Featuring color-blocking in Chalk White and Stone Gray. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,Bikini Bottom,"architectural swimsuit, Crinkled Seersucker bikini, high-end swimwear, independent fashion, minimalist luxury",TRUE,Color,Chalk White,Size,L,TWESSIE_AU_BB_0207-Chalk White-L,168.0,,10
twessie-au-bb-0207,Structural Crinkled Seersucker Bikini Bottom,<p>Crafted in premium Crinkled Seersucker with Matte Ribbed Knit accents. This bikini bottom epitomizes intelligent aesthetic luxury. Featuring color-blocking in Chalk White and Stone Gray. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,Bikini Bottom,"architectural swimsuit, Crinkled Seersucker bikini, high-end swimwear, independent fashion, minimalist luxury",TRUE,Color,Chalk White,Size,XL,TWESSIE_AU_BB_0207-Chalk White-XL,168.0,,10
twessie-au-bb-0207,Structural Crinkled Seersucker Bikini Bottom,<p>Crafted in premium Crinkled Seersucker with Matte Ribbed Knit accents. This bikini bottom epitomizes intelligent aesthetic luxury. Featuring color-blocking in Chalk White and Stone Gray. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,Bikini Bottom,"architectural swimsuit, Crinkled Seersucker bikini, high-end swimwear, independent fashion, minimalist luxury",TRUE,Color,Chalk White,Size,XXL,TWESSIE_AU_BB_0207-Chalk White-XXL,168.0,,10
twessie-au-bb-0207,Structural Crinkled Seersucker Bikini Bottom,<p>Crafted in premium Crinkled Seersucker with Matte Ribbed Knit accents. This bikini bottom epitomizes intelligent aesthetic luxury. Featuring color-blocking in Chalk White and Stone Gray. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,Bikini Bottom,"architectural swimsuit, Crinkled Seersucker bikini, high-end swimwear, independent fashion, minimalist luxury",TRUE,Color,Stone Gray,Size,XS,TWESSIE_AU_BB_0207-Stone Gray-XS,168.0,,10
twessie-au-bb-0207,Structural Crinkled Seersucker Bikini Bottom,<p>Crafted in premium Crinkled Seersucker with Matte Ribbed Knit accents. This bikini bottom epitomizes intelligent aesthetic luxury. Featuring color-blocking in Chalk White and Stone Gray. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,Bikini Bottom,"architectural swimsuit, Crinkled Seersucker bikini, high-end swimwear, independent fashion, minimalist luxury",TRUE,Color,Stone Gray,Size,S,TWESSIE_AU_BB_0207-Stone Gray-S,168.0,,10
twessie-au-bb-0207,Structural Crinkled Seersucker Bikini Bottom,<p>Crafted in premium Crinkled Seersucker with Matte Ribbed Knit accents. This bikini bottom epitomizes intelligent aesthetic luxury. Featuring color-blocking in Chalk White and Stone Gray. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,Bikini Bottom,"architectural swimsuit, Crinkled Seersucker bikini, high-end swimwear, independent fashion, minimalist luxury",TRUE,Color,Stone Gray,Size,M,TWESSIE_AU_BB_0207-Stone Gray-M,168.0,,10
twessie-au-bb-0207,Structural Crinkled Seersucker Bikini Bottom,<p>Crafted in premium Crinkled Seersucker with Matte Ribbed Knit accents. This bikini bottom epitomizes intelligent aesthetic luxury. Featuring color-blocking in Chalk White and Stone Gray. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,Bikini Bottom,"architectural swimsuit, Crinkled Seersucker bikini, high-end swimwear, independent fashion, minimalist luxury",TRUE,Color,Stone Gray,Size,L,TWESSIE_AU_BB_0207-Stone Gray-L,168.0,,10
